OBJECTID,date_arrested,time_arrested,address,offense_type,subject_race,subject_gender,agency,armainid,objectid_1,Year
52449,2020/02/20,2355,400-BLK SMOKEY PARK HWY,DRIVING WHILE IMPAIRED,A,M,APD,568324,52436,2020
52456,2020/03/21,832,200-BLK WALTON ST,CHILD ABUSE NONASSAULTIVE (M),W,M,APD,569542,52443,2020
52457,2020/03/21,832,200-BLK WALTON ST,CHILD ABUSE NONASSAULTIVE (M),W,F,APD,569541,52444,2020
52463,2021/05/06,151,200-BLK SMOKEY PARK HWY,ASSAULT ON A FEMALE,W,M,APD,588560,52450,2021
52521,2020/01/24,1245,100-BLK N ANN ST,SECOND DEGREE TRESPASS,B,M,APD,567157,52508,2020
52522,2020/01/24,1245,100-BLK N ANN ST,DISORDERLY CONDUCT,B,M,APD,567157,52509,2020
52584,2021/06/19,2100,100-BLK PATTON AVE,INTOXICATED AND DISRUPTIVE,B,M,APD,593803,52571,2021
52585,2021/06/19,2100,100-BLK PATTON AVE,RESISTING PUBLIC OFFICER,B,M,APD,593803,52572,2021
52586,2021/06/19,2100,100-BLK PATTON AVE,COMMUNICATING THREATS,B,M,APD,593803,52573,2021
52672,2020/02/14,1600,100-BLK PATTON AVE,IMPEDE TRAFFIC SIT/STAND/LIE,W,M,APD,568077,52659,2020
52674,2021/05/19,1622,500-BLK BILTMORE AVE,POSSESS STOLEN MOTOR VEHICLE,W,F,APD,588915,52661,2021
52707,2021/09/16,1254,100-BLK SPRUCE HILL LN,RESISTING PUBLIC OFFICER,B,M,APD,596285,52694,2021
52708,2021/09/16,1254,100-BLK SPRUCE HILL LN,MAINTN VEH/DWELL/PLACE CS (F),B,M,APD,596285,52695,2021
52709,2021/09/16,1254,100-BLK SPRUCE HILL LN,PWIMSD SCH VI CS,B,M,APD,596285,52696,2021
52710,2021/09/16,1254,100-BLK SPRUCE HILL LN,PWIMSD SCH II CS,B,M,APD,596285,52697,2021
52711,2021/09/16,1254,100-BLK SPRUCE HILL LN,FELONY CONSPIRACY,B,M,APD,596285,52698,2021
52712,2021/09/16,1254,100-BLK SPRUCE HILL LN,POSSESSION OF FIREARM BY FELON,B,M,APD,596285,52699,2021
52720,2021/06/19,1430,100-BLK MCTINDAL CIR,ASSAULT ON A FEMALE,W,M,APD,593795,52707,2021
52721,2021/06/19,1430,100-BLK MCTINDAL CIR,ASSAULT BY STRANGULATION,W,M,APD,593795,52708,2021
52735,2021/01/07,1606,100-BLK BILTMORE AVE,POSSESS STOLEN MOTOR VEHICLE,W,F,APD,580518,52722,2021
52736,2020/02/03,2354,100-BLK ATKINSON ST,LARCENY OF MOTOR VEHICLE (F),W,F,APD,567625,52723,2020
52737,2020/02/03,2354,100-BLK ATKINSON ST,POSSESS STOLEN MOTOR VEHICLE,W,F,APD,567625,52724,2020
52738,2020/02/03,2354,100-BLK ATKINSON ST,SIMPLE POSSESS SCH VI CS (M),W,F,APD,567625,52725,2020
52739,2020/02/03,2354,100-BLK ATKINSON ST,POSSESS MARIJ PARAPHERNALIA,W,F,APD,567625,52726,2020
52757,2020/09/07,300,100-BLK HI ALTA AVE,BREAKING OR ENTERING (M),W,M,APD,576574,52744,2020
52758,2020/09/07,300,100-BLK HI ALTA AVE,SECOND DEGREE TRESPASS,W,M,APD,576574,52745,2020
52759,2020/08/29,345,1300-BLK PATTON AVE,SIMPLE ASSAULT,W,M,APD,576338,52746,2020
52760,2020/10/12,1055,100-BLK HI ALTA AVE,FELONY LARCENY,W,M,APD,578505,52747,2020
52763,2020/01/24,1852,200-BLK DEAVERVIEW RD,H/I FELONY PROBATION VIOLATION,W,F,APD,567175,52750,2020
52772,2020/01/01,208,100-BLK E WALNUT ST,DRIVING WHILE IMPAIRED,W,M,APD,565292,52759,2020
52773,2020/01/01,208,100-BLK E WALNUT ST,SIMPLE POSSESS SCH II CS (M),W,M,APD,565292,52760,2020
52774,2020/01/01,208,100-BLK E WALNUT ST,DWLR IMPAIRED REV,W,M,APD,565292,52761,2020
52796,2021/08/02,21,100-BLK HANOVER ST,BREAKING AND OR ENTERING (F),W,M,APD,595011,52894,2021
52805,2021/07/24,832,400-BLK PARKWAY VISTA DR,BREAKING OR ENTERING (M),W,M,APD,594781,52791,2021
52806,2021/07/24,832,400-BLK PARKWAY VISTA DR,INJURY TO PERSONAL PROPERTY,W,M,APD,594781,52792,2021
52883,2021/02/22,930,400-BLK HAYWOOD RD,SECOND DEGREE TRESPASS,B,M,APD,583628,52869,2021
52902,2020/07/18,445,100-BLK DAVIDSON DR,ACCESSORY AFTER THE FACT (F),B,F,APD,574239,52888,2020
52903,2021/08/02,21,100-BLK HANOVER ST,OTHER - FREE TEXT,W,M,APD,595011,52889,2021
52904,2021/08/02,21,100-BLK HANOVER ST,FELONY POSSESSION SCH II CS,W,M,APD,595011,52890,2021
52905,2021/08/02,21,100-BLK HANOVER ST,RESISTING PUBLIC OFFICER,W,M,APD,595011,52891,2021
52906,2021/08/02,21,100-BLK HANOVER ST,ATT BREAK OR ENTER BLDG (F),W,M,APD,595011,52892,2021
52907,2021/08/02,21,100-BLK HANOVER ST,ATT BREAK OR ENTER BLDG (F),W,M,APD,595011,52893,2021
52908,2021/08/02,21,100-BLK HANOVER ST,LARCENY AFTER BREAK/ENTER,W,M,APD,595011,52895,2021
52909,2021/08/02,21,100-BLK HANOVER ST,LARCENY AFTER BREAK/ENTER,W,M,APD,595011,52896,2021
52910,2021/08/02,21,100-BLK HANOVER ST,BREAKING AND OR ENTERING (F),W,M,APD,595011,52897,2021
52912,2020/06/30,323,100-BLK CROWELL RD,NON-SUPPORT,B,M,APD,573769,52899,2020
52940,2021/10/25,1542,100-BLK PHIFER ST,FELONY POSSESSION SCH II CS,W,M,APD,597318,52927,2021
52941,2021/10/25,1542,100-BLK PHIFER ST,SIMPLE POSSESS SCH III CS (M),W,M,APD,597318,52928,2021
52942,2021/10/25,1542,100-BLK PHIFER ST,MISDEMEANOR PROBATION VIOL,W,M,APD,597318,52929,2021
52943,2021/10/25,1542,100-BLK PHIFER ST,MISDEMEANOR PROBATION VIOL,W,M,APD,597318,52930,2021
52944,2021/10/25,1542,100-BLK PHIFER ST,MISDEMEANOR PROBATION VIOL,W,M,APD,597318,52931,2021
52945,2021/10/25,1542,100-BLK PHIFER ST,SIMPLE POSSESS SCH VI CS (M),W,M,APD,597318,52932,2021
52949,2020/12/26,1522,400-BLK HAYWOOD RD,FELONY POSSESSION SCH II CS,B,M,APD,580255,52936,2020
52950,2020/12/26,1522,400-BLK HAYWOOD RD,NO OPERATORS LICENSE,B,M,APD,580255,52937,2020
52951,2020/12/26,1522,400-BLK HAYWOOD RD,FAIL TO STOP-STEADY RED LIGHT,B,M,APD,580255,52938,2020
52952,2020/12/26,1522,400-BLK HAYWOOD RD,SIMPLE POSSESS SCH VI CS (M),B,M,APD,580255,52939,2020
52953,2020/02/04,1955,100-BLK ARTHUR RD,RESISTING PUBLIC OFFICER,B,M,APD,567654,52940,2020
52954,2020/02/04,1955,100-BLK ARTHUR RD,DWLR NOT IMPAIRED REV,B,M,APD,567654,52941,2020
52955,2020/02/04,1955,100-BLK ARTHUR RD,FLEE/ELUDE ARREST W/MV (F),B,M,APD,567654,52942,2020
52956,2020/02/04,1955,100-BLK ARTHUR RD,DWLR NOT IMPAIRED REV,B,M,APD,567654,52943,2020
52957,2020/02/04,1955,100-BLK ARTHUR RD,DRIVING WHILE IMPAIRED,B,M,APD,567654,52944,2020
52958,2020/02/04,1955,100-BLK ARTHUR RD,RECKLESS DRVG-WANTON DISREGARD,B,M,APD,567654,52945,2020
52973,2021/01/19,2154,200-BLK BROADWAY ST,DRIVE LEFT OF CENTER,W,F,APD,580793,52960,2021
52974,2021/01/19,2154,200-BLK BROADWAY ST,DWLR NOT IMPAIRED REV,W,F,APD,580793,52961,2021
52975,2021/01/19,2154,200-BLK BROADWAY ST,DWLR NOT IMPAIRED REV,W,F,APD,580793,52962,2021
52992,2021/05/19,1425,100-BLK S TUNNEL RD,CARRYING CONCEALED GUN(M),W,F,APD,588908,52979,2021
52993,2021/09/25,1000,800-BLK BREVARD RD,MISDEMEANOR LARCENY,W,M,APD,596496,52980,2021
53007,2020/06/22,930,500-BLK BILTMORE AVE,OPERATE VEH NO INS,B,F,APD,573582,52994,2020
53008,2020/06/22,930,500-BLK BILTMORE AVE,HIT/RUN FAIL STOP PROP DAMAGE,B,F,APD,573582,52995,2020
53009,2020/06/22,930,500-BLK BILTMORE AVE,HIT/RUN FAIL STOP PROP DAMAGE,B,F,APD,573582,52996,2020
53010,2020/06/22,930,500-BLK BILTMORE AVE,DRIVING WHILE IMPAIRED,B,F,APD,573582,52997,2020
53011,2020/06/22,930,500-BLK BILTMORE AVE,HIT/RUN FAIL STOP PROP DAMAGE,B,F,APD,573582,52998,2020
53012,2020/06/22,930,500-BLK BILTMORE AVE,CHILD ABUSE ASSAULTIVE  (M),B,F,APD,573582,52999,2020
53019,2020/02/04,1955,100-BLK ARTHUR RD,EXPIRED REGISTRATION CARD/TAG,B,M,APD,567654,53006,2020
53030,2020/02/29,8,100-BLK GROVE ST,SECOND DEGREE TRESPASS,B,M,APD,568703,53133,2020
53044,2021/10/12,1620,100-BLK WEST BLVD,ASSAULT INFLICT SERIOUS INJ(M),W,M,APD,596982,53030,2021
53072,2020/01/30,308,100-BLK HAYWOOD ST,SECOND DEGREE TRESPASS,W,M,APD,567421,53058,2020
53073,2020/01/30,308,100-BLK HAYWOOD ST,POSSESS DRUG PARAPHERNALIA,W,M,APD,567421,53059,2020
53074,2020/01/30,308,100-BLK HAYWOOD ST,SECOND DEGREE TRESPASS,W,M,APD,567421,53060,2020
53075,2020/01/30,308,100-BLK HAYWOOD ST,POSSESS DRUG PARAPHERNALIA,W,M,APD,567421,53061,2020
53090,2021/02/13,630,100-BLK COUNTRY CLUB RD,DRIVING WHILE IMPAIRED,W,M,APD,581407,53076,2021
53091,2021/02/13,630,100-BLK COUNTRY CLUB RD,DWLR NOT IMPAIRED REV,W,M,APD,581407,53077,2021
53092,2020/04/30,1929,100-BLK ATKINSON ST,POSSESS DRUG PARAPHERNALIA,W,M,APD,572301,53078,2020
53093,2021/10/10,1621,100-BLK BRUCE RD,POSSESS DRUG PARAPHERNALIA,W,F,APD,596918,53079,2021
53094,2021/10/10,1621,100-BLK BRUCE RD,POSSESS MARIJUANA UP TO 1/2 OZ,W,F,APD,596918,53080,2021
53095,2021/10/10,1621,100-BLK BRUCE RD,FICT/ALT TITLE/REG CARD/TAG,W,F,APD,596918,53081,2021
53096,2021/10/10,1621,100-BLK BRUCE RD,POSSESS DRUG PARAPHERNALIA,W,F,APD,596918,53082,2021
53097,2021/10/10,1621,100-BLK BRUCE RD,OPERATE VEH NO INS,W,F,APD,596918,53083,2021
53098,2021/10/10,1621,100-BLK BRUCE RD,CONSPIRE COMMIT FEL LARCENY,W,F,APD,596918,53084,2021
53099,2021/10/10,1621,100-BLK BRUCE RD,DWLR NOT IMPAIRED REV,W,F,APD,596918,53085,2021
53112,2020/11/25,1125,100-BLK GASHES CREEK RD,POSSESS HEROIN,B,F,APD,579619,53098,2020
53129,2020/08/30,2318,100-BLK ROCK HILL PL,ASSAULT ON A FEMALE,W,M,APD,576377,53115,2020
53146,2020/02/29,8,100-BLK GROVE ST,MISDEMEANOR LARCENY,B,M,APD,568703,53132,2020
53156,2020/03/11,2151,100-BLK HAYWOOD TER,IDENTITY THEFT,W,M,APD,569219,53143,2020
53157,2020/03/11,2151,100-BLK HAYWOOD TER,FINANCIAL CARD FRAUD (M),W,M,APD,569219,53144,2020
53158,2020/03/11,2151,100-BLK HAYWOOD TER,FINANCIAL CARD THEFT,W,M,APD,569219,53145,2020
53159,2020/11/11,1418,300-BLK SWANNANOA RIVER RD,MISDEMEANOR LARCENY,W,M,APD,579281,53146,2020
53187,2021/12/22,1415,100-BLK NEW LEICESTER HWY,"TRAFFICKING, OPIUM OR HEROIN",W,M,APD,599912,53174,2021
53190,2020/02/07,1820,500-BLK SWANNANOA RIVER RD,24 HOUR HOLD,W,F,APD,567785,53177,2020
53194,2020/02/14,431,300-BLK SMOKEY PARK HWY,DRIVING WHILE IMPAIRED,W,M,APD,568039,53181,2020
53197,2020/04/30,1929,100-BLK ATKINSON ST,MISDEMEANOR LARCENY,W,M,APD,572301,53184,2020
53198,2020/04/30,1929,100-BLK ATKINSON ST,BREAK OR ENTER A MOTOR VEHICLE,W,M,APD,572301,53185,2020
53199,2020/04/30,1929,100-BLK ATKINSON ST,POSS STOLEN GOODS/PROP (F),W,M,APD,572301,53186,2020
53200,2020/04/30,1929,100-BLK ATKINSON ST,FELONY CONSPIRACY,W,M,APD,572301,53187,2020
53201,2020/04/30,1929,100-BLK ATKINSON ST,POSSESS DRUG PARAPHERNALIA,W,M,APD,572301,53188,2020
53202,2020/04/30,1929,100-BLK ATKINSON ST,FELONY POSSESSION SCH II CS,W,M,APD,572301,53189,2020
53203,2020/04/30,1929,100-BLK ATKINSON ST,PWIMSD SCH II CS,W,M,APD,572301,53190,2020
53235,2020/02/29,349,100-BLK TUNNEL RD,FELONY PROBATION VIOLATION,W,M,APD,568705,53222,2020
53245,2020/10/15,1123,100-BLK N ANN ST,MISDEMEANOR PROBATION VIOL,W,F,APD,578600,53232,2020
53246,2020/10/15,1123,100-BLK N ANN ST,MISDEMEANOR PROBATION VIOL,W,F,APD,578600,53233,2020
53247,2020/10/15,1123,100-BLK N ANN ST,MISDEMEANOR PROBATION VIOL,W,F,APD,578600,53234,2020
53248,2020/10/14,2219,100-BLK DAVIDSON DR,PWIMSD SCH II CS,B,M,APD,578583,53235,2020
53249,2020/10/14,2219,100-BLK DAVIDSON DR,POSSESS DRUG PARAPHERNALIA,B,M,APD,578583,53236,2020
53286,2021/01/27,1603,700-BLK FAIRVIEW RD,NON-SUPPORT,W,M,APD,580995,53273,2021
53287,2021/01/27,1603,700-BLK FAIRVIEW RD,OPERATE VEH NO INS,W,M,APD,580995,53274,2021
53288,2021/01/27,1603,700-BLK FAIRVIEW RD,FICT/ALT TITLE/REG CARD/TAG,W,M,APD,580995,53275,2021
53289,2021/04/18,2133,100-BLK SMOKEY PARK HWY,COMMON LAW ROBBERY,B,F,APD,586152,53276,2021
53290,2021/04/18,2133,100-BLK SMOKEY PARK HWY,POSSESS DRUG PARAPHERNALIA,B,F,APD,586152,53277,2021
53291,2021/04/18,2133,100-BLK SMOKEY PARK HWY,RESISTING PUBLIC OFFICER,B,F,APD,586152,53278,2021
53340,2021/09/03,2100,100-BLK PATTON AVE,LARCENY FROM THE PERSON,W,M,APD,595963,53327,2021
53342,2021/01/27,2051,100-BLK TUNNEL RD,SIMPLE POSSESS SCH II CS (M),W,M,APD,581007,53329,2021
53343,2021/01/27,2051,100-BLK TUNNEL RD,POSSESS DRUG PARAPHERNALIA,W,M,APD,581007,53330,2021
53344,2021/06/04,1246,100-BLK AIRPORT RD,LARCENY BY EMPLOYEE,B,F,APD,593373,53331,2021
53345,2021/06/04,1246,100-BLK AIRPORT RD,DWLR NOT IMPAIRED REV,B,F,APD,593373,53332,2021
53371,2020/02/14,1600,100-BLK PATTON AVE,IMPEDE TRAFFIC SIT/STAND/LIE,W,M,APD,568067,53358,2020
53450,2021/12/07,1145,100-BLK ACTON CIR,MISDEMEANOR PROBATION VIOL,W,M,APD,599477,53436,2021
53451,2020/07/17,107,100-BLK HANOVER ST,SECOND DEGREE TRESPASS,W,M,APD,574202,53437,2020
53452,2020/07/17,107,100-BLK HANOVER ST,MISD PROB VIOL OUT OF COUNTY,W,M,APD,574202,53438,2020
53453,2020/07/17,107,100-BLK HANOVER ST,POSSESS DRUG PARAPHERNALIA,W,M,APD,574202,53439,2020
53454,2020/07/17,107,100-BLK HANOVER ST,FELONY POSSESSION SCH I CS,W,M,APD,574202,53440,2020
53455,2020/07/17,107,100-BLK HANOVER ST,POSSESS METHAMPHETAMINE,W,M,APD,574202,53441,2020
53456,2020/07/17,107,100-BLK HANOVER ST,MISDEMEANOR LARCENY,W,M,APD,574202,53442,2020
53474,2021/04/25,2311,100-BLK DAVIDSON DR,RESISTING PUBLIC OFFICER,W,M,APD,588313,53460,2021
53493,2021/03/02,1630,100-BLK GRANADA ST,FELONY POSSESSION SCH I CS,B,M,APD,583828,53479,2021
53494,2021/03/02,1630,100-BLK GRANADA ST,NON-SUPPORT,B,M,APD,583828,53480,2021
53495,2021/08/27,421,100-BLK DAVIDSON DR,FELONY LARCENY,B,M,APD,595751,53481,2021
53496,2021/08/27,421,100-BLK DAVIDSON DR,POSSESS STOLEN MOTOR VEHICLE,B,M,APD,595751,53482,2021
53499,2020/10/23,2023,200-BLK DEAVERVIEW RD,LARCENY FROM THE PERSON,B,M,APD,578807,53485,2020
53500,2020/10/23,2023,200-BLK DEAVERVIEW RD,LARCENY FROM THE PERSON,B,M,APD,578807,53486,2020
53501,2020/10/23,2023,200-BLK DEAVERVIEW RD,INJURY TO PERSONAL PROPERTY,B,M,APD,578807,53487,2020
53502,2020/10/23,2023,200-BLK DEAVERVIEW RD,ASSAULT ON A FEMALE,B,M,APD,578807,53488,2020
53503,2020/10/23,2023,200-BLK DEAVERVIEW RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],B,M,APD,578807,53489,2020
53531,2021/10/08,2144,1900-BLK HENDERSONVILLE RD,INTOXICATED AND DISRUPTIVE,W,M,APD,596889,53517,2021
53562,2021/02/04,1413,SWEETEN CREEK RD/I40 W,SIMPLE POSSESS SCH VI CS (M),B,M,APD,581191,54492,2021
53629,2021/01/29,613,100-BLK BLACK ST,POSSESSION OF FIREARM BY FELON,B,M,APD,581045,53614,2021
53630,2021/01/29,613,100-BLK BLACK ST,SIMPLE POSSESS SCH VI CS (M),B,M,APD,581045,53615,2021
53684,2020/02/26,826,100-BLK RIDGELAWN RD,SIMPLE ASSAULT,B,F,APD,568543,53669,2020
53685,2020/02/26,826,100-BLK RIDGELAWN RD,INJURY TO PERSONAL PROPERTY,B,F,APD,568543,53670,2020
53691,2020/08/25,2139,100-BLK S FRENCH BROAD AVE,ASSAULT GOVT OFFICIAL/EMPLY,B,M,APD,576231,53676,2020
53692,2020/08/25,2139,100-BLK S FRENCH BROAD AVE,INTOXICATED AND DISRUPTIVE,B,M,APD,576231,53677,2020
53712,2020/02/21,2235,400-BLK RIVERSIDE DR,FELONY POSSESSION OF COCAINE,B,M,APD,568375,53697,2020
53713,2020/02/21,2235,400-BLK RIVERSIDE DR,SECOND DEGREE TRESPASS,B,M,APD,568375,53698,2020
53714,2020/02/21,2235,400-BLK RIVERSIDE DR,POSSESS MARIJ PARAPHERNALIA,B,M,APD,568375,53699,2020
53715,2020/02/21,2235,400-BLK RIVERSIDE DR,RESISTING PUBLIC OFFICER,B,M,APD,568375,53700,2020
53731,2021/10/05,1605,100-BLK BLEACHERY BLVD,MISDEMEANOR LARCENY,W,M,APD,596782,53716,2021
53732,2020/01/24,1619,100-BLK GEORGE WASHINGTON CARVER AVE,DRIVE WRONG WAY ON DUAL LANE,W,M,APD,567168,53717,2020
53733,2020/01/24,1619,100-BLK GEORGE WASHINGTON CARVER AVE,INJURY TO REAL PROPERTY,W,M,APD,567168,53718,2020
53734,2020/01/24,1619,100-BLK GEORGE WASHINGTON CARVER AVE,RECKLESS DRIVING TO ENDANGER,W,M,APD,567168,53719,2020
53741,2021/12/17,930,1100-BLK PATTON AVE,MISDEMEANOR PROBATION VIOL,W,M,APD,599774,53726,2021
53742,2021/12/17,930,1100-BLK PATTON AVE,INJURY TO PERSONAL PROPERTY,W,M,APD,599774,53727,2021
53743,2021/12/17,930,1100-BLK PATTON AVE,INJURY TO PERSONAL PROPERTY,W,M,APD,599774,53728,2021
53744,2021/12/17,930,1100-BLK PATTON AVE,ASSAULT GOVT OFFICIAL/EMPLY,W,M,APD,599774,53729,2021
53745,2021/07/18,2320,400-BLK SWANNANOA RIVER RD,ASSAULT ON A FEMALE,W,M,APD,594612,53730,2021
53746,2021/07/18,2320,400-BLK SWANNANOA RIVER RD,MISDEMEANOR LARCENY,W,M,APD,594612,53731,2021
53748,2021/04/06,830,100-BLK JOHNSTON BLVD,DRIVING WHILE IMPAIRED,W,M,APD,585803,53733,2021
53777,2021/08/26,1157,300-BLK BRANDI DR,COMMUNICATING THREATS,W,M,APD,595731,53762,2021
53778,2021/04/02,1926,400-BLK SMOKEY PARK HWY,FAIL TO WEAR SEAT BELT-DRIVER,B,M,APD,585720,53763,2021
53779,2021/04/02,1926,400-BLK SMOKEY PARK HWY,FAIL MAINTAIN LANE CONTROL,B,M,APD,585720,53764,2021
53780,2021/04/02,1926,400-BLK SMOKEY PARK HWY,DRIVING WHILE IMPAIRED,B,M,APD,585720,53765,2021
53781,2021/04/02,1926,400-BLK SMOKEY PARK HWY,MISDEMEANOR LARCENY,B,M,APD,585720,53766,2021
53782,2021/04/02,1926,400-BLK SMOKEY PARK HWY,DRIVE/ALLOW MV NO REGISTRATION,B,M,APD,585720,53767,2021
53783,2021/04/02,1926,400-BLK SMOKEY PARK HWY,NO OPERATORS LICENSE,B,M,APD,585720,53768,2021
53784,2021/04/02,1926,400-BLK SMOKEY PARK HWY,RECKLESS DRVG-WANTON DISREGARD,B,M,APD,585720,53769,2021
53804,2020/07/18,1936,1600-BLK PATTON AVE,MISDEMEANOR LARCENY,W,F,APD,574252,53789,2020
53805,2020/07/18,1936,1600-BLK PATTON AVE,POSSESS DRUG PARAPHERNALIA,W,F,APD,574252,53790,2020
53812,2020/03/05,1945,100-BLK S TUNNEL RD,SHOPLIFTING CONCEALMENT GOODS,W,F,APD,568936,53797,2020
53835,2020/08/06,2113,100-BLK S PACK SQ,RESISTING PUBLIC OFFICER,W,M,APD,574709,53820,2020
53836,2020/08/06,2113,100-BLK S PACK SQ,INTOXICATED AND DISRUPTIVE,W,M,APD,574709,53821,2020
53837,2020/08/06,2113,100-BLK S PACK SQ,POSSESSION OF PYROTECHNICS,W,M,APD,574709,53822,2020
53858,2020/10/08,1146,100-BLK SMOKEY PARK HWY,POSS STOLEN GOODS/PROP (F),B,F,APD,577397,53843,2020
53878,2020/09/15,1710,100-BLK DAVIDSON DR,ASSAULT WITH A DEADLY WEAPON,W,M,APD,576795,53863,2020
53879,2020/09/15,1710,100-BLK DAVIDSON DR,SHOPLIFTING CONCEALMENT GOODS,W,M,APD,576795,53864,2020
53880,2020/09/15,1710,100-BLK DAVIDSON DR,BREAKING AND OR ENTERING (F),W,M,APD,576795,53865,2020
53881,2020/09/15,1710,100-BLK DAVIDSON DR,LARCENY AFTER BREAK/ENTER,W,M,APD,576795,53866,2020
53903,2021/12/25,1053,100-BLK STATE ST,BREAKING OR ENTERING (M),W,F,APD,599974,53888,2021
53904,2021/12/25,1053,100-BLK STATE ST,BREAKING OR ENTERING (M),W,F,APD,599974,53889,2021
53905,2021/12/25,1053,100-BLK STATE ST,FALSE REPORT TO POLICE STATION,W,F,APD,599974,53890,2021
53906,2021/12/25,1053,100-BLK STATE ST,RESISTING PUBLIC OFFICER,W,F,APD,599974,53891,2021
53907,2021/12/25,1053,100-BLK STATE ST,SECOND DEGREE TRESPASS,W,F,APD,599974,53892,2021
53912,2021/05/03,1910,100-BLK MAYFAIR DR,AWDW SERIOUS INJURY,W,M,APD,588511,53897,2021
53913,2021/05/03,1910,100-BLK MAYFAIR DR,ASSAULT WITH A DEADLY WEAPON,W,M,APD,588511,53898,2021
53914,2021/05/03,1910,100-BLK MAYFAIR DR,ASSAULT AND BATTERY,W,M,APD,588511,53899,2021
53915,2021/05/03,1910,100-BLK MAYFAIR DR,INJURY TO PERSONAL PROPERTY,W,M,APD,588511,53900,2021
53916,2021/05/03,1910,100-BLK MAYFAIR DR,INJURY TO PERSONAL PROPERTY,W,M,APD,588511,53901,2021
53930,2020/08/09,2015,300-BLK AIRPORT RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,574771,53915,2020
53931,2020/08/09,2015,300-BLK AIRPORT RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,574771,53916,2020
53932,2020/08/09,2015,300-BLK AIRPORT RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,574771,53917,2020
53933,2020/08/09,2015,300-BLK AIRPORT RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,574771,53918,2020
53934,2020/08/09,2015,300-BLK AIRPORT RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,574771,53919,2020
53935,2020/08/09,2015,300-BLK AIRPORT RD,PRETRIAL RELEASE VIOLATION [15A-534(F)],W,M,APD,574771,53920,2020
53936,2020/08/09,2015,300-BLK AIRPORT RD,POSSESS METHAMPHETAMINE,W,M,APD,574771,53921,2020
53937,2020/08/09,2015,300-BLK AIRPORT RD,RESISTING PUBLIC OFFICER,W,M,APD,574771,53922,2020
53974,2020/02/25,1851,200-BLK HAYWOOD ST,SECOND DEGREE TRESPASS,W,M,APD,568521,53959,2020
53989,2020/01/20,235,100-BLK MERRIMON AVE,INJURY TO PERSONAL PROPERTY,B,M,APD,566969,53974,2020
53990,2020/01/20,235,100-BLK MERRIMON AVE,MISDEMEANOR STALKING,B,M,APD,566969,53975,2020
53991,2020/01/20,235,100-BLK MERRIMON AVE,SECOND DEGREE TRESPASS,B,M,APD,566969,53976,2020
53992,2020/06/13,2310,100-BLK FUTURE DR,ASSAULT ON A FEMALE,B,M,APD,573388,53977,2020
53996,2020/02/20,1423,100-BLK S TUNNEL RD,LAR REMOVE/DEST/DEACT COMPO,B,F,APD,568304,53981,2020
53997,2021/07/21,236,100-BLK NEW LEICESTER HWY,SIMPLE ASSAULT,B,F,APD,594678,53982,2021
53998,2021/07/21,236,100-BLK NEW LEICESTER HWY,FELONY LARCENY,B,F,APD,594678,53983,2021
53999,2021/07/21,236,100-BLK NEW LEICESTER HWY,POSS STOLEN GOODS/PROP (F),B,F,APD,594678,53984,2021
54006,2021/09/24,1112,1600-BLK HENDERSONVILLE RD,MISDEMEANOR LARCENY,B,M,APD,596467,53991,2021
54007,2021/09/24,1112,1600-BLK HENDERSONVILLE RD,ASSAULT ON A FEMALE,B,M,APD,596467,53992,2021
54062,2021/02/10,2015,100-BLK COLLEGE ST,FAIL TO GIVE INFO/AID PER INJ,W,M,APD,581341,54047,2021
54063,2021/02/10,2015,100-BLK COLLEGE ST,DRIVING WHILE IMPAIRED,W,M,APD,581341,54048,2021
54094,2021/02/04,1413,SWEETEN CREEK RD/I40 W,POSSESS DRUG PARAPHERNALIA,B,M,APD,581191,54493,2021
54122,2021/02/22,11,300-BLK SMOKEY PARK HWY,SECOND DEGREE TRESPASS,W,M,APD,583615,54106,2021
54135,2020/05/31,1200,100-BLK DAVIDSON DR,INJURY TO PERSONAL PROPERTY,W,M,APD,573033,54119,2020
54136,2020/05/31,1200,100-BLK DAVIDSON DR,ASSAULT ON A FEMALE,W,M,APD,573033,54120,2020
54154,2021/10/17,1610,100-BLK MORRIS ST,ASSAULT ON A FEMALE,W,M,APD,597121,54138,2021
54187,2020/05/02,154,100-BLK LUNSFORD RD,COMMUNICATING THREATS,W,M,APD,572337,54171,2020
54188,2020/02/28,1050,700-BLK BREVARD RD,RESISTING PUBLIC OFFICER,B,M,APD,568670,54172,2020
54189,2020/02/28,1050,700-BLK BREVARD RD,SOLICITING FROM HIGHWAY,B,M,APD,568670,54173,2020
54190,2021/01/29,900,100-BLK BARTLETT ST,ASSAULT INFLICT SERIOUS INJ(M),B,M,APD,581043,54174,2021
54191,2021/01/29,900,100-BLK BARTLETT ST,ASSAULT ON A FEMALE,B,M,APD,581043,54175,2021
54208,2020/07/21,1510,500-BLK BILTMORE AVE,SIMPLE ASSAULT,W,F,APD,574338,54613,2020
